module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00019	cora_Basidiomycota	cora_Basidiomycota	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K01652+(K01653,K11258) K00053 K01687 K00826"	0.25	False	0.375	False	NA	No enzymes unique to module	NA	K00053,K00053,K01653	23571,23570,31129	K01653 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570
M00570	cora_Basidiomycota	cora_Basidiomycota	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826"	0.2	False	0.3	False	NA	No enzymes unique to module	NA	K00053,K00053,K01653	23571,23570,31129	K01653 is present in multiple modules: M00019/M00570,K00053 is present in multiple modules: M00019/M00570
M00036	cora_Basidiomycota	cora_Basidiomycota	Leucine degradation, leucine => acetoacetate + acetyl-CoA	Pathway modules	Amino acid metabolism	Branched-chain amino acid metabolism	"K00826 ((K00166+K00167,K11381)+K09699+K00382) (K00253,K00249) (K01968+K01969) (K05607,K13766) K01640"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K01640	9833	K01640 is present in multiple modules: M00088/M00036
M00030	cora_Basidiomycota	cora_Basidiomycota	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K01655 K17450 K01705 K05824 K00838 K00143 (K00293,K24034) K00290"	0.125	False	0.125	False	1.0	K00290	1	K00290	11634	None
M00028	cora_Basidiomycota	cora_Basidiomycota	Ornithine biosynthesis, glutamate => ornithine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"(K00618,K00619,K14681,K14682,K00620,K22477,K22478) ((K00930,K22478) K00145,K12659) (K00818,K00821) (K01438,K14677,K00620)"	0.5	False	0.5	False	1.0	K00620	1	K00620	33378	None
M00844	cora_Basidiomycota	cora_Basidiomycota	Arginine biosynthesis, ornithine => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K00611 K01940 (K01755,K14681)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01755,K01755	3746,3745	K01755 is present in multiple modules: M00844/M00845/M00029
M00845	cora_Basidiomycota	cora_Basidiomycota	Arginine biosynthesis, glutamate => acetylcitrulline => arginine	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K22478 K00145 K00821 K09065 K01438 K01940 K01755"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01755,K01755	3746,3745	K01755 is present in multiple modules: M00844/M00845/M00029
M00029	cora_Basidiomycota	cora_Basidiomycota	Urea cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01948 K00611 K01940 (K01755,K14681) K01476"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01755,K01755	3746,3745	K01755 is present in multiple modules: M00844/M00845/M00029
M00133	cora_Basidiomycota	cora_Basidiomycota	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	"(K01583,K01584,K01585,K02626) K01480 K01611 K00797"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01611	22083	K01611 is present in multiple modules: M00034/M00133
M00134	cora_Basidiomycota	cora_Basidiomycota	Polyamine biosynthesis, arginine => ornithine => putrescine	Pathway modules	Amino acid metabolism	Polyamine biosynthesis	"K01476 K01581"	0.5	False	0.5	False	1.0	K01581	1	K01581	973	None
M00026	cora_Basidiomycota	cora_Basidiomycota	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	"(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)"	0.0	False	0.125	False	1.0	K04486	1	K04486	17057	None
M00022	cora_Basidiomycota	cora_Basidiomycota	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K01626,K03856,K13853) (((K01735,K13829) ((K03785,K03786) K00014,K13832)),K13830) ((K00891,K13829) (K00800,K24018),K13830) K01736"	0.25	False	0.4	False	1.0	K00800,K01626	1,2	K00800,K01626,K01626	10857,20866,20964	None
M00023	cora_Basidiomycota	cora_Basidiomycota	Tryptophan biosynthesis, chorismate => tryptophan	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01657+K01658,K13503,K13501,K01656) K00766),K13497) (((K01817,K24017) (K01656,K01609)),K13498,K13501) (K01695+(K01696,K06001),K01694)"	0.0	False	0.375	False	1.0	K00766,K01695	1,1	K00766,K01695	7628,14810	None
M00044	cora_Basidiomycota	cora_Basidiomycota	Tyrosine degradation, tyrosine => homogentisate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K00815,K00838,K00832,K03334) K00457 K00451 K01800 (K01555,K16171)"	0.2	False	0.2	False	1.0	K00451	1	K00451	17715	None
M00038	cora_Basidiomycota	cora_Basidiomycota	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K03392 (K10217,K23234)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00463,K00463,K00463,K00463	30419,30420,7640,26241	K00463 is present in multiple modules: M00038/M00912
M00055	cora_Basidiomycota	cora_Basidiomycota	N-glycan precursor biosynthesis	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K01001 (K07432+K07441) K03842 K03843 K03844 K03845 K03846 K03847 K03846 K00729 K03848 K03849 K03850"	0.3076923076923077	False	0.34615384615384615	False	1.0	K00729,K01001,K03842,K03843,K07441	1,1,1,1,1	K00729,K01001,K03842,K03843,K07441	3298,29177,22139,19630,27486	None
M00072	cora_Basidiomycota	cora_Basidiomycota	N-glycosylation by oligosaccharyltransferase	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K07151+K12666+K12667+K12668+K12669+K12670-K00730-K12691"	0.0	False	0.3333333333333333	False	1.0	K07151,K12666	1,1	K07151,K12666	11511,25938	None
M00075	cora_Basidiomycota	cora_Basidiomycota	N-glycan biosynthesis, complex type	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K01231 K00736 K00737 K00738 (K00744,K09661) K13748 K00717 (K07966,K07967,K07968) (K00778,K00779)"	0.1111111111111111	False	0.1111111111111111	False	1.0	K00737	1	K00737	9452	None
M00872	cora_Basidiomycota	cora_Basidiomycota	O-glycan biosynthesis, mannose type (core M3)	Pathway modules	Glycan metabolism	Glycan biosynthesis	"K00728 K18207 K09654 K17547  K21031 K19872 K19873 K21052 K21032 K09668"	0.1	False	0.1	False	1.0	K00728	5	K00728,K00728,K00728,K00728,K00728	17547,17549,11480,11477,28465	None
M00065	cora_Basidiomycota	cora_Basidiomycota	GPI-anchor biosynthesis, core oligosaccharide	Pathway modules	Glycan metabolism	Glycan biosynthesis	"(K03857+K03859+K03858+K03861+K03860+(K11001,K11002)-K09658) K03434 K05283 (K05284+K07541) K07542 K05285 K05286 (K05288+K05287) (K05310+K05287)"	0.1111111111111111	False	0.12962962962962965	False	1.0	K03859,K05283,K09658	1,1,1	K03859,K05283,K09658	4375,22616,7313	None
M00125	cora_Basidiomycota	cora_Basidiomycota	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	0.2857142857142857	False	0.2857142857142857	False	NA	No enzymes unique to module	NA	K00793,K00793,K00794,K00794	13192,13193,7401,7402	K00794 is present in multiple modules: M00125/M00911,K00793 is present in multiple modules: M00125/M00911
M00911	cora_Basidiomycota	cora_Basidiomycota	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953"	0.3333333333333333	False	0.3333333333333333	False	1.0	K00953	1	K00793,K00793,K00794,K00794,K00953	13192,13193,7401,7402,31703	K00794 is present in multiple modules: M00125/M00911,K00793 is present in multiple modules: M00125/M00911,'--' steps are assumed incomplete
M00124	cora_Basidiomycota	cora_Basidiomycota	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03472 K03473 K00831 K00097 K03474 K00275"	0.3333333333333333	False	0.3333333333333333	False	1.0	K00275	1	K00275,K00831	10254,4813	K00831 is present in multiple modules: M00020/M00124
M00912	cora_Basidiomycota	cora_Basidiomycota	NAD biosynthesis, tryptophan => quinolinate => NAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)"	0.125	False	0.125	False	NA	No enzymes unique to module	NA	K00463,K00463,K00463,K00463	30419,30420,7640,26241	K00463 is present in multiple modules: M00038/M00912
M00119	cora_Basidiomycota	cora_Basidiomycota	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00826 K00606 K00077 K01579 (K01918,K13799)"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00077,K01918	28017,8008	K01918 is present in multiple modules: M00119/M00913,K00077 is present in multiple modules: M00119/M00913/M00914
M00913	cora_Basidiomycota	cora_Basidiomycota	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K13367 K00128 K01918"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00077,K01918	28017,8008	K01918 is present in multiple modules: M00119/M00913,K00077 is present in multiple modules: M00119/M00913/M00914
M00120	cora_Basidiomycota	cora_Basidiomycota	Coenzyme A biosynthesis, pantothenate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201) K00859)"	0.0	False	0.25	False	1.0	K01922	1	K01922	9387	None
M00914	cora_Basidiomycota	cora_Basidiomycota	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K06982 K09722 K13038 K02201 K09735"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00077	28017	K00077 is present in multiple modules: M00119/M00913/M00914
M00881	cora_Basidiomycota	cora_Basidiomycota	Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03801 K03644"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K03644,K03644	28144,28145	K03644 is present in multiple modules: M00881/M00882/M00883/M00884
M00882	cora_Basidiomycota	cora_Basidiomycota	Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K23735 K03644"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K03644,K03644	28144,28145	K03644 is present in multiple modules: M00881/M00882/M00883/M00884
M00883	cora_Basidiomycota	cora_Basidiomycota	Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K23735,K23734) K03644 (K10105,K16869)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K03644,K03644	28144,28145	K03644 is present in multiple modules: M00881/M00882/M00883/M00884
M00884	cora_Basidiomycota	cora_Basidiomycota	Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K23750 K03644"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K03644,K03644	28144,28145	K03644 is present in multiple modules: M00881/M00882/M00883/M00884
M00126	cora_Basidiomycota	cora_Basidiomycota	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)"	0.4	False	0.42857142857142855	False	1.0	K00950	1	K00287,K00950,K01495,K01495	13250,9869,29554,29553	K01495 is present in multiple modules: M00126/M00841/M00842/M00843,K00287 is present in multiple modules: M00126/M00840
M00840	cora_Basidiomycota	cora_Basidiomycota	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K14652 K22100 -- K01633 K13941 K22099 K00287"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00287	13250	'--' steps are assumed incomplete,K00287 is present in multiple modules: M00126/M00840
M00841	cora_Basidiomycota	cora_Basidiomycota	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K22101 K13941 K11754 K13998"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01495,K01495	29554,29553	K01495 is present in multiple modules: M00126/M00841/M00842/M00843
M00842	cora_Basidiomycota	cora_Basidiomycota	Tetrahydrobiopterin biosynthesis, GTP => BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K00072"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495,K01495	29554,29553	K01495 is present in multiple modules: M00126/M00841/M00842/M00843
M00843	cora_Basidiomycota	cora_Basidiomycota	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01495 K01737 K17745"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01495,K01495	29554,29553	K01495 is present in multiple modules: M00126/M00841/M00842/M00843
M00880	cora_Basidiomycota	cora_Basidiomycota	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"((K03639 K03637),K20967) (K03635,K21142) (((K03831,K03638) K03750),K15376)"	0.6666666666666666	False	0.75	True	1.0	K03635,K03637,K03639	1,1,1	K03635,K03637,K03639	4455,13230,13232	None
M00140	cora_Basidiomycota	cora_Basidiomycota	C1-unit interconversion, prokaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K01491,(K00300 K01500)) K01938"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00600,K00600	21460,21459	K00600 is present in multiple modules: M00532/M00346/M00140/M00141
M00141	cora_Basidiomycota	cora_Basidiomycota	C1-unit interconversion, eukaryotes	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00600 (K00288,(K13403 K13402))"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00600,K00600	21460,21459	K00600 is present in multiple modules: M00532/M00346/M00140/M00141
M00846	cora_Basidiomycota	cora_Basidiomycota	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+(K02304,(K24866+K03794)))"	0.3333333333333333	False	0.4166666666666667	False	NA	No enzymes unique to module	NA	K01698,K01749,K01749,K02304,K02304	4022,22144,22143,25171,24652	K02304 is present in multiple modules: M00846/M00924,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926
M00868	cora_Basidiomycota	cora_Basidiomycota	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772"	0.625	False	0.625	False	NA	No enzymes unique to module	NA	K00228,K00228,K01599,K01599,K01599,K01698,K01749,K01749,K01772	7627,7626,18439,18441,18440,4022,22144,22143,27225	K00228 is present in multiple modules: M00868/M00121,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926
M00121	cora_Basidiomycota	cora_Basidiomycota	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00228,K00228,K01599,K01599,K01599,K01698,K01749,K01749,K01772	7627,7626,18439,18441,18440,4022,22144,22143,27225	K00228 is present in multiple modules: M00868/M00121,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01772 is present in multiple modules: M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926
M00926	cora_Basidiomycota	cora_Basidiomycota	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	0.4444444444444444	False	0.4444444444444444	False	NA	No enzymes unique to module	NA	K01599,K01599,K01599,K01698,K01749,K01749,K01772	18439,18441,18440,4022,22144,22143,27225	K01772 is present in multiple modules: M00868/M00121/M00926,K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01599 is present in multiple modules: M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926
